"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-32B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-32B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-14B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-14B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-0.6B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-0.6B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-4B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-4B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/completions/mean_terminated_length","Qwen/Qwen3-32B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-32B - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/completions/mean_terminated_length","Qwen/Qwen3-14B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-14B - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/completions/mean_terminated_length","Qwen/Qwen3-4B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-4B - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/completions/mean_terminated_length","Qwen/Qwen3-0.6B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-0.6B - train/completions/mean_terminated_length__MAX"
"0.9580838323353293","2095","2095","2095","7882.9609375","7882.9609375","7882.9609375","","","","","","","","","","","","","","","","","","","2095","2095","2095","7687.26064453125","7687.26064453125","7687.26064453125","","","","","","","","","","","","","","","","","",""
"0.96","","","","","","","3143","3143","3143","6170.499560546875","6170.499560546875","6170.499560546875","6287","6287","6287","4041.225","4041.225","4041.225","6287","6287","6287","6981.475","6981.475","6981.475","","","","","","","3143","3143","3143","5206.730419921875","5206.730419921875","5206.730419921875","6287","6287","6287","2792.375","2792.375","2792.375","6287","6287","6287","1504.875","1504.875","1504.875"
"0.98","","","","","","","","","","","","","6418","6418","6418","4101.525","4101.525","4101.525","6418","6418","6418","6442.350048828125","6442.350048828125","6442.350048828125","","","","","","","","","","","","","6418","6418","6418","2303.075","2303.075","2303.075","6418","6418","6418","1678.225","1678.225","1678.225"
"1","","","","","","","3274","3274","3274","6265.466162109375","6265.466162109375","6265.466162109375","6549","6549","6549","3856.45","3856.45","3856.45","6549","6549","6549","6837.55","6837.55","6837.55","","","","","","","3274","3274","3274","4089.094677734375","4089.094677734375","4089.094677734375","6549","6549","6549","2832.65","2832.65","2832.65","6549","6549","6549","1793.3","1793.3","1793.3"
"1.02","","","","","","","","","","","","","6680","6680","6680","3564.325","3564.325","3564.325","6680","6680","6680","6015.358349609375","6015.358349609375","6015.358349609375","","","","","","","","","","","","","6680","6680","6680","2220.475","2220.475","2220.475","6680","6680","6680","2074.475","2074.475","2074.475"
"1.0239520958083832","2226","2226","2226","8042.919189453125","8042.919189453125","8042.919189453125","","","","","","","","","","","","","","","","","","","2226","2226","2226","7814.12099609375","7814.12099609375","7814.12099609375","","","","","","","","","","","","","","","","","",""
"1.04","","","","","","","3405","3405","3405","6463.9013671875","6463.9013671875","6463.9013671875","6811","6811","6811","3648.1166748046876","3648.1166748046876","3648.1166748046876","6811","6811","6811","6269.81669921875","6269.81669921875","6269.81669921875","","","","","","","3405","3405","3405","4387.44111328125","4387.44111328125","4387.44111328125","6811","6811","6811","2945.975","2945.975","2945.975","6811","6811","6811","1878.1666748046875","1878.1666748046875","1878.1666748046875"
"1.06","","","","","","","","","","","","","6942","6942","6942","3103.25","3103.25","3103.25","6942","6942","6942","6052.075","6052.075","6052.075","","","","","","","","","","","","","6942","6942","6942","2038.8","2038.8","2038.8","6942","6942","6942","1703.325","1703.325","1703.325"
"1.08","","","","","","","3536","3536","3536","5837.602880859375","5837.602880859375","5837.602880859375","7073","7073","7073","3084.175","3084.175","3084.175","7073","7073","7073","5677.908349609375","5677.908349609375","5677.908349609375","","","","","","","3536","3536","3536","4039.658935546875","4039.658935546875","4039.658935546875","7073","7073","7073","2431.433349609375","2431.433349609375","2431.433349609375","7073","7073","7073","1938.05","1938.05","1938.05"
"1.0838323353293413","2357","2357","2357","7205.00478515625","7205.00478515625","7205.00478515625","","","","","","","","","","","","","","","","","","","2357","2357","2357","6551.871826171875","6551.871826171875","6551.871826171875","","","","","","","","","","","","","","","","","",""
"1.1","","","","","","","","","","","","","7204","7204","7204","3232.8","3232.8","3232.8","7204","7204","7204","6255.34169921875","6255.34169921875","6255.34169921875","","","","","","","","","","","","","7204","7204","7204","2523.75","2523.75","2523.75","7204","7204","7204","2032.425","2032.425","2032.425"
"1.12","","","","","","","3667","3667","3667","5524.389990234375","5524.389990234375","5524.389990234375","7335","7335","7335","3349.5166748046877","3349.5166748046877","3349.5166748046877","7335","7335","7335","5929.75","5929.75","5929.75","","","","","","","3667","3667","3667","4031.475","4031.475","4031.475","7335","7335","7335","2390.525","2390.525","2390.525","7335","7335","7335","1879.8","1879.8","1879.8"
"1.1400000000000001","","","","","","","","","","","","","7466","7466","7466","3384.725","3384.725","3384.725","7466","7466","7466","6511.24169921875","6511.24169921875","6511.24169921875","","","","","","","","","","","","","7466","7466","7466","3115.3","3115.3","3115.3","7466","7466","7466","1848.775","1848.775","1848.775"
"1.1437125748502994","2488","2488","2488","7123.289453125","7123.289453125","7123.289453125","","","","","","","","","","","","","","","","","","","2488","2488","2488","6519.326708984375","6519.326708984375","6519.326708984375","","","","","","","","","","","","","","","","","",""
"1.16","","","","","","","3798","3798","3798","6722.266259765625","6722.266259765625","6722.266259765625","7597","7597","7597","3486.3","3486.3","3486.3","7597","7597","7597","6383.44169921875","6383.44169921875","6383.44169921875","","","","","","","3798","3798","3798","4864.194677734375","4864.194677734375","4864.194677734375","7597","7597","7597","2631.4","2631.4","2631.4","7597","7597","7597","1809.525","1809.525","1809.525"
"1.18","","","","","","","","","","","","","7728","7728","7728","3373.7","3373.7","3373.7","7728","7728","7728","6129.42509765625","6129.42509765625","6129.42509765625","","","","","","","","","","","","","7728","7728","7728","2611.425","2611.425","2611.425","7728","7728","7728","1967.7","1967.7","1967.7"
"1.2","","","","","","","3929","3929","3929","6925.547607421875","6925.547607421875","6925.547607421875","7859","7859","7859","3062.125","3062.125","3062.125","7859","7859","7859","7067.2333984375","7067.2333984375","7067.2333984375","","","","","","","3929","3929","3929","4674.708935546875","4674.708935546875","4674.708935546875","7859","7859","7859","2818.6","2818.6","2818.6","7859","7859","7859","1642.675","1642.675","1642.675"
"1.2035928143712575","2619","2619","2619","7712.490966796875","7712.490966796875","7712.490966796875","","","","","","","","","","","","","","","","","","","2619","2619","2619","7020.250146484375","7020.250146484375","7020.250146484375","","","","","","","","","","","","","","","","","",""
"1.22","","","","","","","","","","","","","7990","7990","7990","3374.075","3374.075","3374.075","7990","7990","7990","6391.70009765625","6391.70009765625","6391.70009765625","","","","","","","","","","","","","7990","7990","7990","2628.925","2628.925","2628.925","7990","7990","7990","2357.3","2357.3","2357.3"
"1.24","","","","","","","4060","4060","4060","6129.60791015625","6129.60791015625","6129.60791015625","8121","8121","8121","3207.325","3207.325","3207.325","8121","8121","8121","6725.750048828125","6725.750048828125","6725.750048828125","","","","","","","4060","4060","4060","4546.45537109375","4546.45537109375","4546.45537109375","8121","8121","8121","2993","2993","2993","8121","8121","8121","2133.9","2133.9","2133.9"
"1.26","","","","","","","","","","","","","8252","8252","8252","3109.5","3109.5","3109.5","8252","8252","8252","6424.766748046875","6424.766748046875","6424.766748046875","","","","","","","","","","","","","8252","8252","8252","2545.9","2545.9","2545.9","8252","8252","8252","2629.35","2629.35","2629.35"
"1.2634730538922156","2750","2750","2750","7522.667626953125","7522.667626953125","7522.667626953125","","","","","","","","","","","","","","","","","","","2750","2750","2750","7268.622119140625","7268.622119140625","7268.622119140625","","","","","","","","","","","","","","","","","",""
"1.28","","","","","","","4191","4191","4191","6020.77939453125","6020.77939453125","6020.77939453125","8383","8383","8383","3026.8","3026.8","3026.8","8383","8383","8383","6255.7083984375","6255.7083984375","6255.7083984375","","","","","","","4191","4191","4191","4425.6375","4425.6375","4425.6375","8383","8383","8383","2155.875","2155.875","2155.875","8383","8383","8383","2327.6","2327.6","2327.6"
"1.3","","","","","","","","","","","","","8514","8514","8514","2884.075","2884.075","2884.075","8514","8514","8514","6402.66669921875","6402.66669921875","6402.66669921875","","","","","","","","","","","","","8514","8514","8514","2340.425","2340.425","2340.425","8514","8514","8514","2478.025","2478.025","2478.025"
"1.32","","","","","","","4322","4322","4322","5688.499365234375","5688.499365234375","5688.499365234375","8645","8645","8645","3460.05","3460.05","3460.05","8645","8645","8645","6882.36669921875","6882.36669921875","6882.36669921875","","","","","","","4322","4322","4322","4516.1125","4516.1125","4516.1125","8645","8645","8645","2639.9","2639.9","2639.9","8645","8645","8645","2501.325","2501.325","2501.325"
"1.3233532934131738","2881","2881","2881","7434.769970703125","7434.769970703125","7434.769970703125","","","","","","","","","","","","","","","","","","","2881","2881","2881","6364.514306640625","6364.514306640625","6364.514306640625","","","","","","","","","","","","","","","","","",""
"1.34","","","","","","","","","","","","","8776","8776","8776","3863.275","3863.275","3863.275","8776","8776","8776","6917.2083984375","6917.2083984375","6917.2083984375","","","","","","","","","","","","","8776","8776","8776","2424.625","2424.625","2424.625","8776","8776","8776","3125.625","3125.625","3125.625"
"1.3599999999999999","","","","","","","4453","4453","4453","5848.709375","5848.709375","5848.709375","8907","8907","8907","3695.9","3695.9","3695.9","8907","8907","8907","7091.508349609375","7091.508349609375","7091.508349609375","","","","","","","4453","4453","4453","4393.258935546875","4393.258935546875","4393.258935546875","8907","8907","8907","2488.975","2488.975","2488.975","8907","8907","8907","2323.45","2323.45","2323.45"
"1.38","","","","","","","","","","","","","9038","9038","9038","3547.1","3547.1","3547.1","9038","9038","9038","6640.46669921875","6640.46669921875","6640.46669921875","","","","","","","","","","","","","9038","9038","9038","2215.45","2215.45","2215.45","9038","9038","9038","2417.525","2417.525","2417.525"
"1.3832335329341316","3012","3012","3012","6767.173974609375","6767.173974609375","6767.173974609375","","","","","","","","","","","","","","","","","","","3012","3012","3012","6632.891015625","6632.891015625","6632.891015625","","","","","","","","","","","","","","","","","",""
"1.4","","","","","","","4584","4584","4584","5600.53408203125","5600.53408203125","5600.53408203125","9169","9169","9169","3845.65","3845.65","3845.65","9169","9169","9169","6219.91669921875","6219.91669921875","6219.91669921875","","","","","","","4584","4584","4584","3801.194677734375","3801.194677734375","3801.194677734375","9169","9169","9169","2438.15","2438.15","2438.15","9169","9169","9169","2563.3","2563.3","2563.3"
"1.42","","","","","","","","","","","","","9300","9300","9300","4217.59169921875","4217.59169921875","4217.59169921875","9300","9300","9300","6285.766748046875","6285.766748046875","6285.766748046875","","","","","","","","","","","","","9300","9300","9300","2674.1","2674.1","2674.1","9300","9300","9300","2880.675","2880.675","2880.675"
"1.44","","","","","","","4715","4715","4715","5373.41416015625","5373.41416015625","5373.41416015625","9431","9431","9431","4144.825","4144.825","4144.825","9431","9431","9431","6685.35","6685.35","6685.35","","","","","","","4715","4715","4715","3773.775","3773.775","3773.775","9431","9431","9431","2460.5","2460.5","2460.5","9431","9431","9431","2634.2","2634.2","2634.2"
"1.4431137724550898","3143","3143","3143","6846.976318359375","6846.976318359375","6846.976318359375","","","","","","","","","","","","","","","","","","","3143","3143","3143","6582.0462890625","6582.0462890625","6582.0462890625","","","","","","","","","","","","","","","","","",""
"1.46","","","","","","","","","","","","","9562","9562","9562","3937.7","3937.7","3937.7","9562","9562","9562","6922.625","6922.625","6922.625","","","","","","","","","","","","","9562","9562","9562","2557.1","2557.1","2557.1","9562","9562","9562","2617.325","2617.325","2617.325"
"1.48","","","","","","","4846","4846","4846","4944.4578125","4944.4578125","4944.4578125","9693","9693","9693","4202.275","4202.275","4202.275","9693","9693","9693","6391.5583984375","6391.5583984375","6391.5583984375","","","","","","","4846","4846","4846","3491","3491","3491","9693","9693","9693","1857.675","1857.675","1857.675","9693","9693","9693","2439.175","2439.175","2439.175"
"1.5","","","","","","","","","","","","","9824","9824","9824","4336","4336","4336","9824","9824","9824","5277.050048828125","5277.050048828125","5277.050048828125","","","","","","","","","","","","","9824","9824","9824","1997.275","1997.275","1997.275","9824","9824","9824","2432.45","2432.45","2432.45"
"1.5029940119760479","3274","3274","3274","7008.289892578125","7008.289892578125","7008.289892578125","","","","","","","","","","","","","","","","","","","3274","3274","3274","6538.73662109375","6538.73662109375","6538.73662109375","","","","","","","","","","","","","","","","","",""
"1.52","","","","","","","4977","4977","4977","4635.69501953125","4635.69501953125","4635.69501953125","9955","9955","9955","4735.35","4735.35","4735.35","9955","9955","9955","6190.633349609375","6190.633349609375","6190.633349609375","","","","","","","4977","4977","4977","3192.2875","3192.2875","3192.2875","9955","9955","9955","2522.675","2522.675","2522.675","9955","9955","9955","2973.725","2973.725","2973.725"
"1.54","","","","","","","","","","","","","10086","10086","10086","4168.05","4168.05","4168.05","10086","10086","10086","6981.741796875","6981.741796875","6981.741796875","","","","","","","","","","","","","10086","10086","10086","2490.15","2490.15","2490.15","10086","10086","10086","2517.925","2517.925","2517.925"
"1.56","","","","","","","5108","5108","5108","5783.288037109375","5783.288037109375","5783.288037109375","10217","10217","10217","2957.825","2957.825","2957.825","10217","10217","10217","6151.150048828125","6151.150048828125","6151.150048828125","","","","","","","5108","5108","5108","3998.65","3998.65","3998.65","10217","10217","10217","2400.125","2400.125","2400.125","10217","10217","10217","2451.125","2451.125","2451.125"
"1.562874251497006","3405","3405","3405","6702.0412109375","6702.0412109375","6702.0412109375","","","","","","","","","","","","","","","","","","","3405","3405","3405","6942.10458984375","6942.10458984375","6942.10458984375","","","","","","","","","","","","","","","","","",""
"1.58","","","","","","","","","","","","","10348","10348","10348","3797.025","3797.025","3797.025","10348","10348","10348","6955.558349609375","6955.558349609375","6955.558349609375","","","","","","","","","","","","","10348","10348","10348","2756.625","2756.625","2756.625","10348","10348","10348","2701.625","2701.625","2701.625"
"1.6","","","","","","","5239","5239","5239","5629.696337890625","5629.696337890625","5629.696337890625","10479","10479","10479","3456.475","3456.475","3456.475","10479","10479","10479","6968.933349609375","6968.933349609375","6968.933349609375","","","","","","","5239","5239","5239","4152.0375","4152.0375","4152.0375","10479","10479","10479","2620.175","2620.175","2620.175","10479","10479","10479","3057.7","3057.7","3057.7"
"1.62","","","","","","","","","","","","","10610","10610","10610","3606.725","3606.725","3606.725","10610","10610","10610","6603.35","6603.35","6603.35","","","","","","","","","","","","","10610","10610","10610","2494.05","2494.05","2494.05","10610","10610","10610","3150.8","3150.8","3150.8"
"1.622754491017964","3536","3536","3536","6593.34091796875","6593.34091796875","6593.34091796875","","","","","","","","","","","","","","","","","","","3536","3536","3536","6583.07060546875","6583.07060546875","6583.07060546875","","","","","","","","","","","","","","","","","",""
"1.6400000000000001","","","","","","","5370","5370","5370","4695.18212890625","4695.18212890625","4695.18212890625","10741","10741","10741","3669.3666748046876","3669.3666748046876","3669.3666748046876","10741","10741","10741","6805.1","6805.1","6805.1","","","","","","","5370","5370","5370","3564.0107421875","3564.0107421875","3564.0107421875","10741","10741","10741","2236.425","2236.425","2236.425","10741","10741","10741","2718.2","2718.2","2718.2"
"1.6600000000000001","","","","","","","","","","","","","10872","10872","10872","3266.575","3266.575","3266.575","10872","10872","10872","6276.35","6276.35","6276.35","","","","","","","","","","","","","10872","10872","10872","2265.9","2265.9","2265.9","10872","10872","10872","2969","2969","2969"
"1.6800000000000002","","","","","","","5501","5501","5501","5283.030224609375","5283.030224609375","5283.030224609375","11003","11003","11003","2992.6","2992.6","2992.6","11003","11003","11003","6578.891748046875","6578.891748046875","6578.891748046875","","","","","","","5501","5501","5501","3668.875","3668.875","3668.875","11003","11003","11003","2160.7","2160.7","2160.7","11003","11003","11003","2730.85","2730.85","2730.85"
"1.6826347305389222","3667","3667","3667","6283.75244140625","6283.75244140625","6283.75244140625","","","","","","","","","","","","","","","","","","","3667","3667","3667","6471.517919921875","6471.517919921875","6471.517919921875","","","","","","","","","","","","","","","","","",""
"1.7","","","","","","","","","","","","","11134","11134","11134","3315.825","3315.825","3315.825","11134","11134","11134","6329.858349609375","6329.858349609375","6329.858349609375","","","","","","","","","","","","","11134","11134","11134","2930.275","2930.275","2930.275","11134","11134","11134","3416.875","3416.875","3416.875"
"1.72","","","","","","","5632","5632","5632","5142.344482421875","5142.344482421875","5142.344482421875","11265","11265","11265","3262.458349609375","3262.458349609375","3262.458349609375","11265","11265","11265","6416.750048828125","6416.750048828125","6416.750048828125","","","","","","","5632","5632","5632","2911.5375","2911.5375","2911.5375","11265","11265","11265","2250.425","2250.425","2250.425","11265","11265","11265","2880.1","2880.1","2880.1"
"1.74","","","","","","","","","","","","","11396","11396","11396","2778.4416748046874","2778.4416748046874","2778.4416748046874","11396","11396","11396","6356.725","6356.725","6356.725","","","","","","","","","","","","","11396","11396","11396","2777.15","2777.15","2777.15","11396","11396","11396","3046.85","3046.85","3046.85"
"1.7425149700598803","3798","3798","3798","7424.312158203125","7424.312158203125","7424.312158203125","","","","","","","","","","","","","","","","","","","3798","3798","3798","7127.8904296875","7127.8904296875","7127.8904296875","","","","","","","","","","","","","","","","","",""
"1.76","","","","","","","5763","5763","5763","5344.77861328125","5344.77861328125","5344.77861328125","11527","11527","11527","2784","2784","2784","11527","11527","11527","5944.14169921875","5944.14169921875","5944.14169921875","","","","","","","5763","5763","5763","3402.6375","3402.6375","3402.6375","11527","11527","11527","2447","2447","2447","11527","11527","11527","2767.575","2767.575","2767.575"
"1.78","","","","","","","","","","","","","11658","11658","11658","3049.475","3049.475","3049.475","11658","11658","11658","6500.05","6500.05","6500.05","","","","","","","","","","","","","11658","11658","11658","2435.95","2435.95","2435.95","11658","11658","11658","3264.3","3264.3","3264.3"
"1.8","","","","","","","5894","5894","5894","5232.13505859375","5232.13505859375","5232.13505859375","11789","11789","11789","3160.3750244140624","3160.3750244140624","3160.3750244140624","11789","11789","11789","6437.675","6437.675","6437.675","","","","","","","5894","5894","5894","3882.1375","3882.1375","3882.1375","11789","11789","11789","3234.3","3234.3","3234.3","11789","11789","11789","3873.075","3873.075","3873.075"
"1.8023952095808382","3929","3929","3929","7216.526806640625","7216.526806640625","7216.526806640625","","","","","","","","","","","","","","","","","","","3929","3929","3929","7220.615234375","7220.615234375","7220.615234375","","","","","","","","","","","","","","","","","",""
"1.8199999999999998","","","","","","","","","","","","","11920","11920","11920","2844.95","2844.95","2844.95","11920","11920","11920","6082.825","6082.825","6082.825","","","","","","","","","","","","","11920","11920","11920","3020.225","3020.225","3020.225","11920","11920","11920","3585.6","3585.6","3585.6"
"1.8399999999999999","","","","","","","6025","6025","6025","4726.595849609375","4726.595849609375","4726.595849609375","12051","12051","12051","2416.375","2416.375","2416.375","12051","12051","12051","5682.175","5682.175","5682.175","","","","","","","6025","6025","6025","3705.5875","3705.5875","3705.5875","12051","12051","12051","2593.5","2593.5","2593.5","12051","12051","12051","3047.45","3047.45","3047.45"
"1.8599999999999999","","","","","","","","","","","","","12182","12182","12182","2508.75","2508.75","2508.75","12182","12182","12182","5835.108349609375","5835.108349609375","5835.108349609375","","","","","","","","","","","","","12182","12182","12182","2509.25","2509.25","2509.25","12182","12182","12182","3204.775","3204.775","3204.775"
"1.8622754491017965","4060","4060","4060","6932.140673828125","6932.140673828125","6932.140673828125","","","","","","","","","","","","","","","","","","","4060","4060","4060","6696.19326171875","6696.19326171875","6696.19326171875","","","","","","","","","","","","","","","","","",""
"1.88","","","","","","","6156","6156","6156","5192.375732421875","5192.375732421875","5192.375732421875","12313","12313","12313","2372.025","2372.025","2372.025","12313","12313","12313","6526.61669921875","6526.61669921875","6526.61669921875","","","","","","","6156","6156","6156","3729.225","3729.225","3729.225","12313","12313","12313","2663.425","2663.425","2663.425","12313","12313","12313","3934.075","3934.075","3934.075"
"1.9","","","","","","","","","","","","","12444","12444","12444","2588.375","2588.375","2588.375","12444","12444","12444","5888.608349609375","5888.608349609375","5888.608349609375","","","","","","","","","","","","","12444","12444","12444","2524.9","2524.9","2524.9","12444","12444","12444","3496.3","3496.3","3496.3"
"1.92","","","","","","","6287","6287","6287","4902.8873046875","4902.8873046875","4902.8873046875","12575","12575","12575","2339.3","2339.3","2339.3","12575","12575","12575","6303.275","6303.275","6303.275","","","","","","","6287","6287","6287","3841.7375","3841.7375","3841.7375","12575","12575","12575","2879.425","2879.425","2879.425","12575","12575","12575","3190.525","3190.525","3190.525"
"1.9221556886227544","4191","4191","4191","6904.7134765625","6904.7134765625","6904.7134765625","","","","","","","","","","","","","","","","","","","4191","4191","4191","6554.470751953125","6554.470751953125","6554.470751953125","","","","","","","","","","","","","","","","","",""
"1.94","","","","","","","","","","","","","12706","12706","12706","2322.508349609375","2322.508349609375","2322.508349609375","12706","12706","12706","6031.783349609375","6031.783349609375","6031.783349609375","","","","","","","","","","","","","12706","12706","12706","3164.4","3164.4","3164.4","12706","12706","12706","3472.4","3472.4","3472.4"
"1.96","","","","","","","6418","6418","6418","5317.242919921875","5317.242919921875","5317.242919921875","12837","12837","12837","2237.225","2237.225","2237.225","12837","12837","12837","5959.75","5959.75","5959.75","","","","","","","6418","6418","6418","3306","3306","3306","12837","12837","12837","2289.825","2289.825","2289.825","12837","12837","12837","2692.475","2692.475","2692.475"
"1.98","","","","","","","","","","","","","12968","12968","12968","2609.85","2609.85","2609.85","12968","12968","12968","5981.45","5981.45","5981.45","","","","","","","","","","","","","12968","12968","12968","2582.975","2582.975","2582.975","12968","12968","12968","3151","3151","3151"
