"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-32B-low-format - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-32B-low-format - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-14B-low-format - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-14B-low-format - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-4B-low-format - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-4B-low-format - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-32B - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-32B - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-14B - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-14B - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-4B - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-4B - train/rewards/reward_perfect_solution/mean__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/rewards/reward_perfect_solution/mean","Qwen/Qwen3-0.6B - train/rewards/reward_perfect_solution/mean__MIN","Qwen/Qwen3-0.6B - train/rewards/reward_perfect_solution/mean__MAX"
"1.3","","","","","","","","","","","","","8514","8514","8514","0.05","0.05","0.05","8514","8514","8514","0.075","0.075","0.075","","","","","","","","","","","","","8514","8514","8514","0.075","0.075","0.075","8514","8514","8514","0.075","0.075","0.075"
"1.32","","","","","","","4322","4322","4322","0.1625","0.1625","0.1625","8645","8645","8645","0","0","0","8645","8645","8645","0","0","0","","","","","","","4322","4322","4322","0.0625","0.0625","0.0625","8645","8645","8645","0","0","0","8645","8645","8645","0","0","0"
"1.3233532934131738","2881","2881","2881","0.09166666939854622","0.09166666939854622","0.09166666939854622","","","","","","","","","","","","","","","","","","","2881","2881","2881","0.06666666865348816","0.06666666865348816","0.06666666865348816","","","","","","","","","","","","","","","","","",""
"1.34","","","","","","","","","","","","","8776","8776","8776","0","0","0","8776","8776","8776","0","0","0","","","","","","","","","","","","","8776","8776","8776","0","0","0","8776","8776","8776","0","0","0"
"1.3599999999999999","","","","","","","4453","4453","4453","0.05","0.05","0.05","8907","8907","8907","0","0","0","8907","8907","8907","0","0","0","","","","","","","4453","4453","4453","0.0125","0.0125","0.0125","8907","8907","8907","0","0","0","8907","8907","8907","0","0","0"
"1.38","","","","","","","","","","","","","9038","9038","9038","0.1","0.1","0.1","9038","9038","9038","0.075","0.075","0.075","","","","","","","","","","","","","9038","9038","9038","0","0","0","9038","9038","9038","0.05","0.05","0.05"
"1.3832335329341316","3012","3012","3012","0.09166666567325592","0.09166666567325592","0.09166666567325592","","","","","","","","","","","","","","","","","","","3012","3012","3012","0.05833333358168602","0.05833333358168602","0.05833333358168602","","","","","","","","","","","","","","","","","",""
"1.4","","","","","","","4584","4584","4584","0.125","0.125","0.125","9169","9169","9169","0.1","0.1","0.1","9169","9169","9169","0.2","0.2","0.2","","","","","","","4584","4584","4584","0.125","0.125","0.125","9169","9169","9169","0.15","0.15","0.15","9169","9169","9169","0.1","0.1","0.1"
"1.42","","","","","","","","","","","","","9300","9300","9300","0.05","0.05","0.05","9300","9300","9300","0.05","0.05","0.05","","","","","","","","","","","","","9300","9300","9300","0.1","0.1","0.1","9300","9300","9300","0.075","0.075","0.075"
"1.44","","","","","","","4715","4715","4715","0.05","0.05","0.05","9431","9431","9431","0.05","0.05","0.05","9431","9431","9431","0.075","0.075","0.075","","","","","","","4715","4715","4715","0.1","0.1","0.1","9431","9431","9431","0.075","0.075","0.075","9431","9431","9431","0.025","0.025","0.025"
"1.4431137724550898","3143","3143","3143","0.06666666716337204","0.06666666716337204","0.06666666716337204","","","","","","","","","","","","","","","","","","","3143","3143","3143","0.05833333358168602","0.05833333358168602","0.05833333358168602","","","","","","","","","","","","","","","","","",""
"1.46","","","","","","","","","","","","","9562","9562","9562","0","0","0","9562","9562","9562","0.075","0.075","0.075","","","","","","","","","","","","","9562","9562","9562","0","0","0","9562","9562","9562","0","0","0"
"1.48","","","","","","","4846","4846","4846","0.05","0.05","0.05","9693","9693","9693","0.1","0.1","0.1","9693","9693","9693","0.075","0.075","0.075","","","","","","","4846","4846","4846","0.025","0.025","0.025","9693","9693","9693","0.1","0.1","0.1","9693","9693","9693","0.1","0.1","0.1"
"1.5","","","","","","","","","","","","","9824","9824","9824","0","0","0","9824","9824","9824","0","0","0","","","","","","","","","","","","","9824","9824","9824","0","0","0","9824","9824","9824","0","0","0"
"1.5029940119760479","3274","3274","3274","0.05000000074505806","0.05000000074505806","0.05000000074505806","","","","","","","","","","","","","","","","","","","3274","3274","3274","0.05833333432674408","0.05833333432674408","0.05833333432674408","","","","","","","","","","","","","","","","","",""
"1.52","","","","","","","4977","4977","4977","0.075","0.075","0.075","9955","9955","9955","0","0","0","9955","9955","9955","0.025","0.025","0.025","","","","","","","4977","4977","4977","0.075","0.075","0.075","9955","9955","9955","0","0","0","9955","9955","9955","0","0","0"
"1.54","","","","","","","","","","","","","10086","10086","10086","0.025","0.025","0.025","10086","10086","10086","0.1","0.1","0.1","","","","","","","","","","","","","10086","10086","10086","0.075","0.075","0.075","10086","10086","10086","0","0","0"
"1.56","","","","","","","5108","5108","5108","0.2375","0.2375","0.2375","10217","10217","10217","0.15","0.15","0.15","10217","10217","10217","0.075","0.075","0.075","","","","","","","5108","5108","5108","0.175","0.175","0.175","10217","10217","10217","0.15","0.15","0.15","10217","10217","10217","0.15","0.15","0.15"
"1.562874251497006","3405","3405","3405","0.1416666626930237","0.1416666626930237","0.1416666626930237","","","","","","","","","","","","","","","","","","","3405","3405","3405","0.1166666679084301","0.1166666679084301","0.1166666679084301","","","","","","","","","","","","","","","","","",""
"1.58","","","","","","","","","","","","","10348","10348","10348","0","0","0","10348","10348","10348","0.025","0.025","0.025","","","","","","","","","","","","","10348","10348","10348","0","0","0","10348","10348","10348","0","0","0"
"1.6","","","","","","","5239","5239","5239","0.05","0.05","0.05","10479","10479","10479","0","0","0","10479","10479","10479","0","0","0","","","","","","","5239","5239","5239","0.0375","0.0375","0.0375","10479","10479","10479","0","0","0","10479","10479","10479","0","0","0"
"1.62","","","","","","","","","","","","","10610","10610","10610","0.1","0.1","0.1","10610","10610","10610","0.1","0.1","0.1","","","","","","","","","","","","","10610","10610","10610","0.125","0.125","0.125","10610","10610","10610","0.1","0.1","0.1"
"1.622754491017964","3536","3536","3536","0.07500000223517418","0.07500000223517418","0.07500000223517418","","","","","","","","","","","","","","","","","","","3536","3536","3536","0.06666666716337204","0.06666666716337204","0.06666666716337204","","","","","","","","","","","","","","","","","",""
"1.6400000000000001","","","","","","","5370","5370","5370","0.15","0.15","0.15","10741","10741","10741","0.1","0.1","0.1","10741","10741","10741","0.25","0.25","0.25","","","","","","","5370","5370","5370","0.1125","0.1125","0.1125","10741","10741","10741","0.1","0.1","0.1","10741","10741","10741","0.1","0.1","0.1"
"1.6600000000000001","","","","","","","","","","","","","10872","10872","10872","0","0","0","10872","10872","10872","0","0","0","","","","","","","","","","","","","10872","10872","10872","0","0","0","10872","10872","10872","0","0","0"
"1.6800000000000002","","","","","","","5501","5501","5501","0.1","0.1","0.1","11003","11003","11003","0","0","0","11003","11003","11003","0","0","0","","","","","","","5501","5501","5501","0.025","0.025","0.025","11003","11003","11003","0","0","0","11003","11003","11003","0","0","0"
"1.6826347305389222","3667","3667","3667","0.10833333507180214","0.10833333507180214","0.10833333507180214","","","","","","","","","","","","","","","","","","","3667","3667","3667","0.10833333358168602","0.10833333358168602","0.10833333358168602","","","","","","","","","","","","","","","","","",""
"1.7","","","","","","","","","","","","","11134","11134","11134","0.15","0.15","0.15","11134","11134","11134","0.3","0.3","0.3","","","","","","","","","","","","","11134","11134","11134","0.225","0.225","0.225","11134","11134","11134","0.225","0.225","0.225"
"1.72","","","","","","","5632","5632","5632","0.1375","0.1375","0.1375","11265","11265","11265","0","0","0","11265","11265","11265","0","0","0","","","","","","","5632","5632","5632","0.1","0.1","0.1","11265","11265","11265","0","0","0","11265","11265","11265","0","0","0"
"1.74","","","","","","","","","","","","","11396","11396","11396","0.075","0.075","0.075","11396","11396","11396","0.05","0.05","0.05","","","","","","","","","","","","","11396","11396","11396","0.1","0.1","0.1","11396","11396","11396","0.1","0.1","0.1"
"1.7425149700598803","3798","3798","3798","0.07500000223517418","0.07500000223517418","0.07500000223517418","","","","","","","","","","","","","","","","","","","3798","3798","3798","0.07500000223517418","0.07500000223517418","0.07500000223517418","","","","","","","","","","","","","","","","","",""
"1.76","","","","","","","5763","5763","5763","0.0625","0.0625","0.0625","11527","11527","11527","0","0","0","11527","11527","11527","0","0","0","","","","","","","5763","5763","5763","0.05","0.05","0.05","11527","11527","11527","0","0","0","11527","11527","11527","0","0","0"
"1.78","","","","","","","","","","","","","11658","11658","11658","0","0","0","11658","11658","11658","0","0","0","","","","","","","","","","","","","11658","11658","11658","0","0","0","11658","11658","11658","0","0","0"
"1.8","","","","","","","5894","5894","5894","0.125","0.125","0.125","11789","11789","11789","0","0","0","11789","11789","11789","0","0","0","","","","","","","5894","5894","5894","0.025","0.025","0.025","11789","11789","11789","0","0","0","11789","11789","11789","0","0","0"
"1.8023952095808382","3929","3929","3929","0.10000000298023223","0.10000000298023223","0.10000000298023223","","","","","","","","","","","","","","","","","","","3929","3929","3929","0.01666666716337204","0.01666666716337204","0.01666666716337204","","","","","","","","","","","","","","","","","",""
"1.8199999999999998","","","","","","","","","","","","","11920","11920","11920","0","0","0","11920","11920","11920","0.075","0.075","0.075","","","","","","","","","","","","","11920","11920","11920","0","0","0","11920","11920","11920","0","0","0"
"1.8399999999999999","","","","","","","6025","6025","6025","0.1125","0.1125","0.1125","12051","12051","12051","0","0","0","12051","12051","12051","0.025","0.025","0.025","","","","","","","6025","6025","6025","0.0375","0.0375","0.0375","12051","12051","12051","0.025","0.025","0.025","12051","12051","12051","0.075","0.075","0.075"
"1.8599999999999999","","","","","","","","","","","","","12182","12182","12182","0.075","0.075","0.075","12182","12182","12182","0.05","0.05","0.05","","","","","","","","","","","","","12182","12182","12182","0.05","0.05","0.05","12182","12182","12182","0","0","0"
"1.8622754491017965","4060","4060","4060","0.1083333358168602","0.1083333358168602","0.1083333358168602","","","","","","","","","","","","","","","","","","","4060","4060","4060","0.07500000223517418","0.07500000223517418","0.07500000223517418","","","","","","","","","","","","","","","","","",""
"1.88","","","","","","","6156","6156","6156","0.1125","0.1125","0.1125","12313","12313","12313","0","0","0","12313","12313","12313","0.075","0.075","0.075","","","","","","","6156","6156","6156","0.025","0.025","0.025","12313","12313","12313","0","0","0","12313","12313","12313","0","0","0"
"1.9","","","","","","","","","","","","","12444","12444","12444","0","0","0","12444","12444","12444","0.05","0.05","0.05","","","","","","","","","","","","","12444","12444","12444","0.05","0.05","0.05","12444","12444","12444","0","0","0"
"1.92","","","","","","","6287","6287","6287","0.05","0.05","0.05","12575","12575","12575","0","0","0","12575","12575","12575","0.05","0.05","0.05","","","","","","","6287","6287","6287","0.0375","0.0375","0.0375","12575","12575","12575","0.025","0.025","0.025","12575","12575","12575","0","0","0"
"1.9221556886227544","4191","4191","4191","0.07500000223517418","0.07500000223517418","0.07500000223517418","","","","","","","","","","","","","","","","","","","4191","4191","4191","0.0416666679084301","0.0416666679084301","0.0416666679084301","","","","","","","","","","","","","","","","","",""
"1.94","","","","","","","","","","","","","12706","12706","12706","0","0","0","12706","12706","12706","0","0","0","","","","","","","","","","","","","12706","12706","12706","0.025","0.025","0.025","12706","12706","12706","0","0","0"
"1.96","","","","","","","6418","6418","6418","0.0625","0.0625","0.0625","12837","12837","12837","0","0","0","12837","12837","12837","0","0","0","","","","","","","6418","6418","6418","0.05","0.05","0.05","12837","12837","12837","0.025","0.025","0.025","12837","12837","12837","0","0","0"
"1.98","","","","","","","","","","","","","12968","12968","12968","0.1","0.1","0.1","12968","12968","12968","0.2","0.2","0.2","","","","","","","","","","","","","12968","12968","12968","0.125","0.125","0.125","12968","12968","12968","0.1","0.1","0.1"
"1.9820359281437125","4322","4322","4322","0.2083333395421505","0.2083333395421505","0.2083333395421505","","","","","","","","","","","","","","","","","","","4322","4322","4322","0.15","0.15","0.15","","","","","","","","","","","","","","","","","",""
"2","","","","","","","6549","6549","6549","0.3875","0.3875","0.3875","13099","13099","13099","0","0","0","13099","13099","13099","0.175","0.175","0.175","","","","","","","6549","6549","6549","0.1875","0.1875","0.1875","13099","13099","13099","0.075","0.075","0.075","13099","13099","13099","0.025","0.025","0.025"
"2.02","","","","","","","","","","","","","13230","13230","13230","0","0","0","13230","13230","13230","0","0","0","","","","","","","","","","","","","13230","13230","13230","0","0","0","13230","13230","13230","0","0","0"
"2.04","","","","","","","6680","6680","6680","0.1","0.1","0.1","13361","13361","13361","0.1","0.1","0.1","13361","13361","13361","0.1","0.1","0.1","","","","","","","6680","6680","6680","0.025","0.025","0.025","13361","13361","13361","0.1","0.1","0.1","13361","13361","13361","0.1","0.1","0.1"
"2.0479041916167664","4453","4453","4453","0.1083333358168602","0.1083333358168602","0.1083333358168602","","","","","","","","","","","","","","","","","","","4453","4453","4453","0.1083333358168602","0.1083333358168602","0.1083333358168602","","","","","","","","","","","","","","","","","",""
"2.06","","","","","","","","","","","","","13492","13492","13492","0.075","0.075","0.075","13492","13492","13492","0.1","0.1","0.1","","","","","","","","","","","","","13492","13492","13492","0.075","0.075","0.075","13492","13492","13492","0.1","0.1","0.1"
"2.08","","","","","","","6811","6811","6811","0.1375","0.1375","0.1375","13623","13623","13623","0","0","0","13623","13623","13623","0","0","0","","","","","","","6811","6811","6811","0.1125","0.1125","0.1125","13623","13623","13623","0.075","0.075","0.075","13623","13623","13623","0","0","0"
"2.1","","","","","","","","","","","","","13754","13754","13754","0","0","0","13754","13754","13754","0.075","0.075","0.075","","","","","","","","","","","","","13754","13754","13754","0","0","0","13754","13754","13754","0","0","0"
"2.1077844311377247","4584","4584","4584","0.15833333656191825","0.15833333656191825","0.15833333656191825","","","","","","","","","","","","","","","","","","","4584","4584","4584","0.11666666865348815","0.11666666865348815","0.11666666865348815","","","","","","","","","","","","","","","","","",""
"2.12","","","","","","","6942","6942","6942","0.1375","0.1375","0.1375","13885","13885","13885","0.1","0.1","0.1","13885","13885","13885","0.05","0.05","0.05","","","","","","","6942","6942","6942","0.0625","0.0625","0.0625","13885","13885","13885","0.1","0.1","0.1","13885","13885","13885","0.1","0.1","0.1"
"2.14","","","","","","","","","","","","","14016","14016","14016","0","0","0","14016","14016","14016","0","0","0","","","","","","","","","","","","","14016","14016","14016","0","0","0","14016","14016","14016","0","0","0"
"2.16","","","","","","","7073","7073","7073","0.125","0.125","0.125","14147","14147","14147","0","0","0","14147","14147","14147","0.125","0.125","0.125","","","","","","","7073","7073","7073","0.1125","0.1125","0.1125","14147","14147","14147","0.1","0.1","0.1","14147","14147","14147","0.1","0.1","0.1"
"2.1676646706586826","4715","4715","4715","0.11666666641831398","0.11666666641831398","0.11666666641831398","","","","","","","","","","","","","","","","","","","4715","4715","4715","0.07499999925494194","0.07499999925494194","0.07499999925494194","","","","","","","","","","","","","","","","","",""
"2.18","","","","","","","","","","","","","14278","14278","14278","0","0","0","14278","14278","14278","0.075","0.075","0.075","","","","","","","","","","","","","14278","14278","14278","0","0","0","14278","14278","14278","0","0","0"
"2.2","","","","","","","7204","7204","7204","0.2","0.2","0.2","14409","14409","14409","0","0","0","14409","14409","14409","0.2","0.2","0.2","","","","","","","7204","7204","7204","0.0625","0.0625","0.0625","14409","14409","14409","0.075","0.075","0.075","14409","14409","14409","0","0","0"
"2.22","","","","","","","","","","","","","14540","14540","14540","0","0","0","14540","14540","14540","0.025","0.025","0.025","","","","","","","","","","","","","14540","14540","14540","0","0","0","14540","14540","14540","0","0","0"
"2.2275449101796405","4846","4846","4846","0.05833333507180214","0.05833333507180214","0.05833333507180214","","","","","","","","","","","","","","","","","","","4846","4846","4846","0.05833333432674408","0.05833333432674408","0.05833333432674408","","","","","","","","","","","","","","","","","",""
"2.24","","","","","","","7335","7335","7335","0.0375","0.0375","0.0375","14671","14671","14671","0","0","0","14671","14671","14671","0","0","0","","","","","","","7335","7335","7335","0","0","0","14671","14671","14671","0","0","0","14671","14671","14671","0","0","0"
"2.26","","","","","","","","","","","","","14802","14802","14802","0","0","0","14802","14802","14802","0","0","0","","","","","","","","","","","","","14802","14802","14802","0","0","0","14802","14802","14802","0","0","0"
"2.2800000000000002","","","","","","","7466","7466","7466","0.075","0.075","0.075","14933","14933","14933","0.05","0.05","0.05","14933","14933","14933","0.125","0.125","0.125","","","","","","","7466","7466","7466","0.0625","0.0625","0.0625","14933","14933","14933","0.025","0.025","0.025","14933","14933","14933","0.05","0.05","0.05"
"2.287425149700599","4977","4977","4977","0.07500000223517418","0.07500000223517418","0.07500000223517418","","","","","","","","","","","","","","","","","","","4977","4977","4977","0.03333333358168602","0.03333333358168602","0.03333333358168602","","","","","","","","","","","","","","","","","",""
"2.3","","","","","","","","","","","","","15064","15064","15064","0","0","0","15064","15064","15064","0.025","0.025","0.025","","","","","","","","","","","","","15064","15064","15064","0.025","0.025","0.025","15064","15064","15064","0","0","0"
"2.32","","","","","","","7597","7597","7597","0.1625","0.1625","0.1625","15195","15195","15195","0","0","0","15195","15195","15195","0.175","0.175","0.175","","","","","","","7597","7597","7597","0.0875","0.0875","0.0875","15195","15195","15195","0.025","0.025","0.025","15195","15195","15195","0","0","0"
"2.34","","","","","","","","","","","","","15326","15326","15326","0","0","0","15326","15326","15326","0","0","0","","","","","","","","","","","","","15326","15326","15326","0","0","0","15326","15326","15326","0","0","0"
"2.3473053892215567","5108","5108","5108","0.10833333358168602","0.10833333358168602","0.10833333358168602","","","","","","","","","","","","","","","","","","","5108","5108","5108","0.13333333507180214","0.13333333507180214","0.13333333507180214","","","","","","","","","","","","","","","","","",""
"2.36","","","","","","","7728","7728","7728","0.0875","0.0875","0.0875","15457","15457","15457","0","0","0","15457","15457","15457","0.025","0.025","0.025","","","","","","","7728","7728","7728","0.0125","0.0125","0.0125","15457","15457","15457","0.025","0.025","0.025","15457","15457","15457","0","0","0"
"2.38","","","","","","","","","","","","","15588","15588","15588","0","0","0","15588","15588","15588","0.05","0.05","0.05","","","","","","","","","","","","","15588","15588","15588","0","0","0","15588","15588","15588","0","0","0"
"2.4","","","","","","","7859","7859","7859","0.0875","0.0875","0.0875","15719","15719","15719","0","0","0","15719","15719","15719","0","0","0","","","","","","","7859","7859","7859","0.025","0.025","0.025","15719","15719","15719","0","0","0","15719","15719","15719","0","0","0"
"2.407185628742515","5239","5239","5239","0.075","0.075","0.075","","","","","","","","","","","","","","","","","","","5239","5239","5239","0.05000000149011612","0.05000000149011612","0.05000000149011612","","","","","","","","","","","","","","","","","",""
"2.42","","","","","","","","","","","","","15850","15850","15850","0.025","0.025","0.025","15850","15850","15850","0.075","0.075","0.075","","","","","","","","","","","","","15850","15850","15850","0","0","0","15850","15850","15850","0","0","0"
"2.44","","","","","","","7990","7990","7990","0.1625","0.1625","0.1625","15981","15981","15981","0.1","0.1","0.1","15981","15981","15981","0.15","0.15","0.15","","","","","","","7990","7990","7990","0.125","0.125","0.125","15981","15981","15981","0.125","0.125","0.125","15981","15981","15981","0.1","0.1","0.1"
"2.46","","","","","","","","","","","","","16112","16112","16112","0","0","0","16112","16112","16112","0","0","0","","","","","","","","","","","","","16112","16112","16112","0","0","0","16112","16112","16112","0","0","0"
"2.467065868263473","5370","5370","5370","0.10833333432674408","0.10833333432674408","0.10833333432674408","","","","","","","","","","","","","","","","","","","5370","5370","5370","0.09166666865348816","0.09166666865348816","0.09166666865348816","","","","","","","","","","","","","","","","","",""
"2.48","","","","","","","8121","8121","8121","0.075","0.075","0.075","16243","16243","16243","0.1","0.1","0.1","16243","16243","16243","0.05","0.05","0.05","","","","","","","8121","8121","8121","0.0625","0.0625","0.0625","16243","16243","16243","0.125","0.125","0.125","16243","16243","16243","0.05","0.05","0.05"
"2.5","","","","","","","","","","","","","16374","16374","16374","0.1","0.1","0.1","16374","16374","16374","0.15","0.15","0.15","","","","","","","","","","","","","16374","16374","16374","0.1","0.1","0.1","16374","16374","16374","0.1","0.1","0.1"
"2.52","","","","","","","8252","8252","8252","0.225","0.225","0.225","16505","16505","16505","0.1","0.1","0.1","16505","16505","16505","0.1","0.1","0.1","","","","","","","8252","8252","8252","0.1375","0.1375","0.1375","16505","16505","16505","0.1","0.1","0.1","16505","16505","16505","0.075","0.075","0.075"
"2.5269461077844313","5501","5501","5501","0.1166666679084301","0.1166666679084301","0.1166666679084301","","","","","","","","","","","","","","","","","","","5501","5501","5501","0.1333333358168602","0.1333333358168602","0.1333333358168602","","","","","","","","","","","","","","","","","",""
"2.54","","","","","","","","","","","","","16636","16636","16636","0","0","0","16636","16636","16636","0.125","0.125","0.125","","","","","","","","","","","","","16636","16636","16636","0","0","0","16636","16636","16636","0","0","0"
"2.56","","","","","","","8383","8383","8383","0.1625","0.1625","0.1625","16767","16767","16767","0.025","0.025","0.025","16767","16767","16767","0.05","0.05","0.05","","","","","","","8383","8383","8383","0.0375","0.0375","0.0375","16767","16767","16767","0","0","0","16767","16767","16767","0.025","0.025","0.025"
"2.58","","","","","","","","","","","","","16898","16898","16898","0","0","0","16898","16898","16898","0.175","0.175","0.175","","","","","","","","","","","","","16898","16898","16898","0","0","0","16898","16898","16898","0","0","0"
"2.586826347305389","5632","5632","5632","0.15833333656191825","0.15833333656191825","0.15833333656191825","","","","","","","","","","","","","","","","","","","5632","5632","5632","0.141666666418314","0.141666666418314","0.141666666418314","","","","","","","","","","","","","","","","","",""
"2.6","","","","","","","8514","8514","8514","0.2","0.2","0.2","17029","17029","17029","0","0","0","17029","17029","17029","0.1","0.1","0.1","","","","","","","8514","8514","8514","0.0625","0.0625","0.0625","17029","17029","17029","0.025","0.025","0.025","17029","17029","17029","0","0","0"
"2.62","","","","","","","","","","","","","17160","17160","17160","0.05","0.05","0.05","17160","17160","17160","0.025","0.025","0.025","","","","","","","","","","","","","17160","17160","17160","0","0","0","17160","17160","17160","0","0","0"
"2.64","","","","","","","8645","8645","8645","0.0375","0.0375","0.0375","17291","17291","17291","0","0","0","17291","17291","17291","0.05","0.05","0.05","","","","","","","8645","8645","8645","0.0125","0.0125","0.0125","17291","17291","17291","0","0","0","17291","17291","17291","0","0","0"
"2.6467065868263475","5763","5763","5763","0.07500000223517418","0.07500000223517418","0.07500000223517418","","","","","","","","","","","","","","","","","","","5763","5763","5763","0.06666666865348816","0.06666666865348816","0.06666666865348816","","","","","","","","","","","","","","","","","",""
