"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-32B-low-format - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-32B-low-format - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-14B-low-format - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-14B-low-format - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-4B-low-format - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-4B-low-format - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-32B - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-32B - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-14B - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-14B - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-4B - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-4B - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-0.6B - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-0.6B - train/rewards/reward_starts_and_ends/mean__MAX"
"1.28","","","","","","","4191","4191","4191","0.85","0.85","0.85","8383","8383","8383","0.775","0.775","0.775","8383","8383","8383","0.875","0.875","0.875","","","","","","","4191","4191","4191","0.925","0.925","0.925","8383","8383","8383","0.975","0.975","0.975","8383","8383","8383","1","1","1"
"1.3","","","","","","","","","","","","","8514","8514","8514","0.85","0.85","0.85","8514","8514","8514","0.9","0.9","0.9","","","","","","","","","","","","","8514","8514","8514","0.925","0.925","0.925","8514","8514","8514","0.775","0.775","0.775"
"1.32","","","","","","","4322","4322","4322","0.8375","0.8375","0.8375","8645","8645","8645","0.7","0.7","0.7","8645","8645","8645","1","1","1","","","","","","","4322","4322","4322","0.925","0.925","0.925","8645","8645","8645","1","1","1","8645","8645","8645","0.875","0.875","0.875"
"1.3233532934131738","2881","2881","2881","0.9000000059604645","0.9000000059604645","0.9000000059604645","","","","","","","","","","","","","","","","","","","2881","2881","2881","0.9083333373069763","0.9083333373069763","0.9083333373069763","","","","","","","","","","","","","","","","","",""
"1.34","","","","","","","","","","","","","8776","8776","8776","0.9","0.9","0.9","8776","8776","8776","0.975","0.975","0.975","","","","","","","","","","","","","8776","8776","8776","1","1","1","8776","8776","8776","0.975","0.975","0.975"
"1.3599999999999999","","","","","","","4453","4453","4453","0.9125","0.9125","0.9125","8907","8907","8907","0.875","0.875","0.875","8907","8907","8907","1","1","1","","","","","","","4453","4453","4453","0.975","0.975","0.975","8907","8907","8907","1","1","1","8907","8907","8907","0.95","0.95","0.95"
"1.38","","","","","","","","","","","","","9038","9038","9038","0.8","0.8","0.8","9038","9038","9038","0.875","0.875","0.875","","","","","","","","","","","","","9038","9038","9038","1","1","1","9038","9038","9038","0.925","0.925","0.925"
"1.3832335329341316","3012","3012","3012","0.9000000029802322","0.9000000029802322","0.9000000029802322","","","","","","","","","","","","","","","","","","","3012","3012","3012","0.925","0.925","0.925","","","","","","","","","","","","","","","","","",""
"1.4","","","","","","","4584","4584","4584","0.875","0.875","0.875","9169","9169","9169","0.775","0.775","0.775","9169","9169","9169","0.8","0.8","0.8","","","","","","","4584","4584","4584","0.875","0.875","0.875","9169","9169","9169","0.85","0.85","0.85","9169","9169","9169","0.8","0.8","0.8"
"1.42","","","","","","","","","","","","","9300","9300","9300","0.675","0.675","0.675","9300","9300","9300","0.925","0.925","0.925","","","","","","","","","","","","","9300","9300","9300","0.9","0.9","0.9","9300","9300","9300","0.9","0.9","0.9"
"1.44","","","","","","","4715","4715","4715","0.9375","0.9375","0.9375","9431","9431","9431","0.9","0.9","0.9","9431","9431","9431","0.925","0.925","0.925","","","","","","","4715","4715","4715","0.8875","0.8875","0.8875","9431","9431","9431","0.925","0.925","0.925","9431","9431","9431","0.925","0.925","0.925"
"1.4431137724550898","3143","3143","3143","0.9083333373069763","0.9083333373069763","0.9083333373069763","","","","","","","","","","","","","","","","","","","3143","3143","3143","0.9166666746139527","0.9166666746139527","0.9166666746139527","","","","","","","","","","","","","","","","","",""
"1.46","","","","","","","","","","","","","9562","9562","9562","0.975","0.975","0.975","9562","9562","9562","0.925","0.925","0.925","","","","","","","","","","","","","9562","9562","9562","1","1","1","9562","9562","9562","0.95","0.95","0.95"
"1.48","","","","","","","4846","4846","4846","0.9375","0.9375","0.9375","9693","9693","9693","0.85","0.85","0.85","9693","9693","9693","0.925","0.925","0.925","","","","","","","4846","4846","4846","0.9625","0.9625","0.9625","9693","9693","9693","0.9","0.9","0.9","9693","9693","9693","0.9","0.9","0.9"
"1.5","","","","","","","","","","","","","9824","9824","9824","0.925","0.925","0.925","9824","9824","9824","0.975","0.975","0.975","","","","","","","","","","","","","9824","9824","9824","1","1","1","9824","9824","9824","0.975","0.975","0.975"
"1.5029940119760479","3274","3274","3274","0.95","0.95","0.95","","","","","","","","","","","","","","","","","","","3274","3274","3274","0.9250000059604645","0.9250000059604645","0.9250000059604645","","","","","","","","","","","","","","","","","",""
"1.52","","","","","","","4977","4977","4977","0.925","0.925","0.925","9955","9955","9955","0.925","0.925","0.925","9955","9955","9955","0.975","0.975","0.975","","","","","","","4977","4977","4977","0.9125","0.9125","0.9125","9955","9955","9955","0.975","0.975","0.975","9955","9955","9955","1","1","1"
"1.54","","","","","","","","","","","","","10086","10086","10086","0.95","0.95","0.95","10086","10086","10086","0.875","0.875","0.875","","","","","","","","","","","","","10086","10086","10086","0.925","0.925","0.925","10086","10086","10086","1","1","1"
"1.56","","","","","","","5108","5108","5108","0.75","0.75","0.75","10217","10217","10217","0.775","0.775","0.775","10217","10217","10217","0.925","0.925","0.925","","","","","","","5108","5108","5108","0.825","0.825","0.825","10217","10217","10217","0.85","0.85","0.85","10217","10217","10217","0.825","0.825","0.825"
"1.562874251497006","3405","3405","3405","0.85","0.85","0.85","","","","","","","","","","","","","","","","","","","3405","3405","3405","0.8666666686534882","0.8666666686534882","0.8666666686534882","","","","","","","","","","","","","","","","","",""
"1.58","","","","","","","","","","","","","10348","10348","10348","0.975","0.975","0.975","10348","10348","10348","0.925","0.925","0.925","","","","","","","","","","","","","10348","10348","10348","1","1","1","10348","10348","10348","1","1","1"
"1.6","","","","","","","5239","5239","5239","0.9125","0.9125","0.9125","10479","10479","10479","0.95","0.95","0.95","10479","10479","10479","0.975","0.975","0.975","","","","","","","5239","5239","5239","0.9625","0.9625","0.9625","10479","10479","10479","1","1","1","10479","10479","10479","0.975","0.975","0.975"
"1.62","","","","","","","","","","","","","10610","10610","10610","0.85","0.85","0.85","10610","10610","10610","0.9","0.9","0.9","","","","","","","","","","","","","10610","10610","10610","0.85","0.85","0.85","10610","10610","10610","0.85","0.85","0.85"
"1.622754491017964","3536","3536","3536","0.9250000059604645","0.9250000059604645","0.9250000059604645","","","","","","","","","","","","","","","","","","","3536","3536","3536","0.9166666746139527","0.9166666746139527","0.9166666746139527","","","","","","","","","","","","","","","","","",""
"1.6400000000000001","","","","","","","5370","5370","5370","0.8375","0.8375","0.8375","10741","10741","10741","0.875","0.875","0.875","10741","10741","10741","0.725","0.725","0.725","","","","","","","5370","5370","5370","0.8875","0.8875","0.8875","10741","10741","10741","0.9","0.9","0.9","10741","10741","10741","0.825","0.825","0.825"
"1.6600000000000001","","","","","","","","","","","","","10872","10872","10872","0.95","0.95","0.95","10872","10872","10872","1","1","1","","","","","","","","","","","","","10872","10872","10872","1","1","1","10872","10872","10872","0.9","0.9","0.9"
"1.6800000000000002","","","","","","","5501","5501","5501","0.9","0.9","0.9","11003","11003","11003","1","1","1","11003","11003","11003","0.975","0.975","0.975","","","","","","","5501","5501","5501","0.9625","0.9625","0.9625","11003","11003","11003","1","1","1","11003","11003","11003","0.875","0.875","0.875"
"1.6826347305389222","3667","3667","3667","0.8833333373069763","0.8833333373069763","0.8833333373069763","","","","","","","","","","","","","","","","","","","3667","3667","3667","0.8666666626930237","0.8666666626930237","0.8666666626930237","","","","","","","","","","","","","","","","","",""
"1.7","","","","","","","","","","","","","11134","11134","11134","0.75","0.75","0.75","11134","11134","11134","0.7","0.7","0.7","","","","","","","","","","","","","11134","11134","11134","0.775","0.775","0.775","11134","11134","11134","0.725","0.725","0.725"
"1.72","","","","","","","5632","5632","5632","0.8625","0.8625","0.8625","11265","11265","11265","0.975","0.975","0.975","11265","11265","11265","0.975","0.975","0.975","","","","","","","5632","5632","5632","0.85","0.85","0.85","11265","11265","11265","1","1","1","11265","11265","11265","0.975","0.975","0.975"
"1.74","","","","","","","","","","","","","11396","11396","11396","0.775","0.775","0.775","11396","11396","11396","0.95","0.95","0.95","","","","","","","","","","","","","11396","11396","11396","0.9","0.9","0.9","11396","11396","11396","0.9","0.9","0.9"
"1.7425149700598803","3798","3798","3798","0.8916666686534882","0.8916666686534882","0.8916666686534882","","","","","","","","","","","","","","","","","","","3798","3798","3798","0.8833333373069763","0.8833333373069763","0.8833333373069763","","","","","","","","","","","","","","","","","",""
"1.76","","","","","","","5763","5763","5763","0.9375","0.9375","0.9375","11527","11527","11527","1","1","1","11527","11527","11527","1","1","1","","","","","","","5763","5763","5763","0.95","0.95","0.95","11527","11527","11527","1","1","1","11527","11527","11527","1","1","1"
"1.78","","","","","","","","","","","","","11658","11658","11658","0.9","0.9","0.9","11658","11658","11658","1","1","1","","","","","","","","","","","","","11658","11658","11658","1","1","1","11658","11658","11658","0.975","0.975","0.975"
"1.8","","","","","","","5894","5894","5894","0.875","0.875","0.875","11789","11789","11789","0.925","0.925","0.925","11789","11789","11789","1","1","1","","","","","","","5894","5894","5894","0.975","0.975","0.975","11789","11789","11789","1","1","1","11789","11789","11789","0.95","0.95","0.95"
"1.8023952095808382","3929","3929","3929","0.9000000059604645","0.9000000059604645","0.9000000059604645","","","","","","","","","","","","","","","","","","","3929","3929","3929","0.9666666746139526","0.9666666746139526","0.9666666746139526","","","","","","","","","","","","","","","","","",""
"1.8199999999999998","","","","","","","","","","","","","11920","11920","11920","0.8","0.8","0.8","11920","11920","11920","0.925","0.925","0.925","","","","","","","","","","","","","11920","11920","11920","1","1","1","11920","11920","11920","1","1","1"
"1.8399999999999999","","","","","","","6025","6025","6025","0.875","0.875","0.875","12051","12051","12051","0.8","0.8","0.8","12051","12051","12051","0.975","0.975","0.975","","","","","","","6025","6025","6025","0.95","0.95","0.95","12051","12051","12051","0.975","0.975","0.975","12051","12051","12051","0.925","0.925","0.925"
"1.8599999999999999","","","","","","","","","","","","","12182","12182","12182","0.925","0.925","0.925","12182","12182","12182","0.95","0.95","0.95","","","","","","","","","","","","","12182","12182","12182","0.95","0.95","0.95","12182","12182","12182","0.975","0.975","0.975"
"1.8622754491017965","4060","4060","4060","0.8583333313465118","0.8583333313465118","0.8583333313465118","","","","","","","","","","","","","","","","","","","4060","4060","4060","0.9166666626930237","0.9166666626930237","0.9166666626930237","","","","","","","","","","","","","","","","","",""
"1.88","","","","","","","6156","6156","6156","0.8875","0.8875","0.8875","12313","12313","12313","0.9","0.9","0.9","12313","12313","12313","0.925","0.925","0.925","","","","","","","6156","6156","6156","0.9625","0.9625","0.9625","12313","12313","12313","1","1","1","12313","12313","12313","1","1","1"
"1.9","","","","","","","","","","","","","12444","12444","12444","0.9","0.9","0.9","12444","12444","12444","0.95","0.95","0.95","","","","","","","","","","","","","12444","12444","12444","0.95","0.95","0.95","12444","12444","12444","0.95","0.95","0.95"
"1.92","","","","","","","6287","6287","6287","0.95","0.95","0.95","12575","12575","12575","0.975","0.975","0.975","12575","12575","12575","0.95","0.95","0.95","","","","","","","6287","6287","6287","0.95","0.95","0.95","12575","12575","12575","0.975","0.975","0.975","12575","12575","12575","0.95","0.95","0.95"
"1.9221556886227544","4191","4191","4191","0.9083333313465118","0.9083333313465118","0.9083333313465118","","","","","","","","","","","","","","","","","","","4191","4191","4191","0.9500000059604645","0.9500000059604645","0.9500000059604645","","","","","","","","","","","","","","","","","",""
"1.94","","","","","","","","","","","","","12706","12706","12706","0.975","0.975","0.975","12706","12706","12706","1","1","1","","","","","","","","","","","","","12706","12706","12706","0.95","0.95","0.95","12706","12706","12706","0.975","0.975","0.975"
"1.96","","","","","","","6418","6418","6418","0.9375","0.9375","0.9375","12837","12837","12837","0.975","0.975","0.975","12837","12837","12837","1","1","1","","","","","","","6418","6418","6418","0.95","0.95","0.95","12837","12837","12837","0.95","0.95","0.95","12837","12837","12837","1","1","1"
"1.98","","","","","","","","","","","","","12968","12968","12968","0.85","0.85","0.85","12968","12968","12968","0.775","0.775","0.775","","","","","","","","","","","","","12968","12968","12968","0.875","0.875","0.875","12968","12968","12968","0.875","0.875","0.875"
"1.9820359281437125","4322","4322","4322","0.7750000089406968","0.7750000089406968","0.7750000089406968","","","","","","","","","","","","","","","","","","","4322","4322","4322","0.825","0.825","0.825","","","","","","","","","","","","","","","","","",""
"2","","","","","","","6549","6549","6549","0.6","0.6","0.6","13099","13099","13099","0.9","0.9","0.9","13099","13099","13099","0.825","0.825","0.825","","","","","","","6549","6549","6549","0.8125","0.8125","0.8125","13099","13099","13099","0.925","0.925","0.925","13099","13099","13099","0.975","0.975","0.975"
"2.02","","","","","","","","","","","","","13230","13230","13230","0.9","0.9","0.9","13230","13230","13230","1","1","1","","","","","","","","","","","","","13230","13230","13230","1","1","1","13230","13230","13230","0.925","0.925","0.925"
"2.04","","","","","","","6680","6680","6680","0.9","0.9","0.9","13361","13361","13361","0.825","0.825","0.825","13361","13361","13361","0.825","0.825","0.825","","","","","","","6680","6680","6680","0.975","0.975","0.975","13361","13361","13361","0.9","0.9","0.9","13361","13361","13361","0.9","0.9","0.9"
"2.0479041916167664","4453","4453","4453","0.875","0.875","0.875","","","","","","","","","","","","","","","","","","","4453","4453","4453","0.8916666686534882","0.8916666686534882","0.8916666686534882","","","","","","","","","","","","","","","","","",""
"2.06","","","","","","","","","","","","","13492","13492","13492","0.825","0.825","0.825","13492","13492","13492","0.875","0.875","0.875","","","","","","","","","","","","","13492","13492","13492","0.875","0.875","0.875","13492","13492","13492","0.9","0.9","0.9"
"2.08","","","","","","","6811","6811","6811","0.8625","0.8625","0.8625","13623","13623","13623","1","1","1","13623","13623","13623","0.95","0.95","0.95","","","","","","","6811","6811","6811","0.8875","0.8875","0.8875","13623","13623","13623","0.925","0.925","0.925","13623","13623","13623","0.95","0.95","0.95"
"2.1","","","","","","","","","","","","","13754","13754","13754","0.9","0.9","0.9","13754","13754","13754","0.925","0.925","0.925","","","","","","","","","","","","","13754","13754","13754","1","1","1","13754","13754","13754","0.975","0.975","0.975"
"2.1077844311377247","4584","4584","4584","0.8083333373069763","0.8083333373069763","0.8083333373069763","","","","","","","","","","","","","","","","","","","4584","4584","4584","0.875","0.875","0.875","","","","","","","","","","","","","","","","","",""
"2.12","","","","","","","6942","6942","6942","0.8625","0.8625","0.8625","13885","13885","13885","0.875","0.875","0.875","13885","13885","13885","0.95","0.95","0.95","","","","","","","6942","6942","6942","0.925","0.925","0.925","13885","13885","13885","0.9","0.9","0.9","13885","13885","13885","0.9","0.9","0.9"
"2.14","","","","","","","","","","","","","14016","14016","14016","0.975","0.975","0.975","14016","14016","14016","0.975","0.975","0.975","","","","","","","","","","","","","14016","14016","14016","0.975","0.975","0.975","14016","14016","14016","0.975","0.975","0.975"
"2.16","","","","","","","7073","7073","7073","0.875","0.875","0.875","14147","14147","14147","0.95","0.95","0.95","14147","14147","14147","0.85","0.85","0.85","","","","","","","7073","7073","7073","0.8875","0.8875","0.8875","14147","14147","14147","0.9","0.9","0.9","14147","14147","14147","0.875","0.875","0.875"
"2.1676646706586826","4715","4715","4715","0.8750000029802323","0.8750000029802323","0.8750000029802323","","","","","","","","","","","","","","","","","","","4715","4715","4715","0.925","0.925","0.925","","","","","","","","","","","","","","","","","",""
"2.18","","","","","","","","","","","","","14278","14278","14278","0.9","0.9","0.9","14278","14278","14278","0.9","0.9","0.9","","","","","","","","","","","","","14278","14278","14278","1","1","1","14278","14278","14278","1","1","1"
"2.2","","","","","","","7204","7204","7204","0.8","0.8","0.8","14409","14409","14409","0.975","0.975","0.975","14409","14409","14409","0.8","0.8","0.8","","","","","","","7204","7204","7204","0.9125","0.9125","0.9125","14409","14409","14409","0.925","0.925","0.925","14409","14409","14409","0.975","0.975","0.975"
"2.22","","","","","","","","","","","","","14540","14540","14540","0.925","0.925","0.925","14540","14540","14540","0.975","0.975","0.975","","","","","","","","","","","","","14540","14540","14540","1","1","1","14540","14540","14540","0.95","0.95","0.95"
"2.2275449101796405","4846","4846","4846","0.9000000059604645","0.9000000059604645","0.9000000059604645","","","","","","","","","","","","","","","","","","","4846","4846","4846","0.9416666686534881","0.9416666686534881","0.9416666686534881","","","","","","","","","","","","","","","","","",""
"2.24","","","","","","","7335","7335","7335","0.95","0.95","0.95","14671","14671","14671","0.975","0.975","0.975","14671","14671","14671","0.975","0.975","0.975","","","","","","","7335","7335","7335","1","1","1","14671","14671","14671","1","1","1","14671","14671","14671","0.925","0.925","0.925"
"2.26","","","","","","","","","","","","","14802","14802","14802","0.95","0.95","0.95","14802","14802","14802","0.975","0.975","0.975","","","","","","","","","","","","","14802","14802","14802","0.975","0.975","0.975","14802","14802","14802","0.975","0.975","0.975"
"2.2800000000000002","","","","","","","7466","7466","7466","0.9125","0.9125","0.9125","14933","14933","14933","0.875","0.875","0.875","14933","14933","14933","0.875","0.875","0.875","","","","","","","7466","7466","7466","0.925","0.925","0.925","14933","14933","14933","0.975","0.975","0.975","14933","14933","14933","0.85","0.85","0.85"
"2.287425149700599","4977","4977","4977","0.9083333432674408","0.9083333432674408","0.9083333432674408","","","","","","","","","","","","","","","","","","","4977","4977","4977","0.9166666686534881","0.9166666686534881","0.9166666686534881","","","","","","","","","","","","","","","","","",""
"2.3","","","","","","","","","","","","","15064","15064","15064","0.825","0.825","0.825","15064","15064","15064","0.975","0.975","0.975","","","","","","","","","","","","","15064","15064","15064","0.975","0.975","0.975","15064","15064","15064","0.975","0.975","0.975"
"2.32","","","","","","","7597","7597","7597","0.825","0.825","0.825","15195","15195","15195","0.9","0.9","0.9","15195","15195","15195","0.825","0.825","0.825","","","","","","","7597","7597","7597","0.85","0.85","0.85","15195","15195","15195","0.975","0.975","0.975","15195","15195","15195","0.95","0.95","0.95"
"2.34","","","","","","","","","","","","","15326","15326","15326","0.975","0.975","0.975","15326","15326","15326","1","1","1","","","","","","","","","","","","","15326","15326","15326","1","1","1","15326","15326","15326","1","1","1"
"2.3473053892215567","5108","5108","5108","0.8833333313465118","0.8833333313465118","0.8833333313465118","","","","","","","","","","","","","","","","","","","5108","5108","5108","0.8583333432674408","0.8583333432674408","0.8583333432674408","","","","","","","","","","","","","","","","","",""
"2.36","","","","","","","7728","7728","7728","0.9","0.9","0.9","15457","15457","15457","0.95","0.95","0.95","15457","15457","15457","0.975","0.975","0.975","","","","","","","7728","7728","7728","0.9875","0.9875","0.9875","15457","15457","15457","0.975","0.975","0.975","15457","15457","15457","0.95","0.95","0.95"
"2.38","","","","","","","","","","","","","15588","15588","15588","1","1","1","15588","15588","15588","0.95","0.95","0.95","","","","","","","","","","","","","15588","15588","15588","1","1","1","15588","15588","15588","0.975","0.975","0.975"
"2.4","","","","","","","7859","7859","7859","0.9","0.9","0.9","15719","15719","15719","0.925","0.925","0.925","15719","15719","15719","1","1","1","","","","","","","7859","7859","7859","0.975","0.975","0.975","15719","15719","15719","1","1","1","15719","15719","15719","0.9","0.9","0.9"
"2.407185628742515","5239","5239","5239","0.9000000029802322","0.9000000029802322","0.9000000029802322","","","","","","","","","","","","","","","","","","","5239","5239","5239","0.9416666686534881","0.9416666686534881","0.9416666686534881","","","","","","","","","","","","","","","","","",""
"2.42","","","","","","","","","","","","","15850","15850","15850","0.975","0.975","0.975","15850","15850","15850","0.9","0.9","0.9","","","","","","","","","","","","","15850","15850","15850","1","1","1","15850","15850","15850","1","1","1"
"2.44","","","","","","","7990","7990","7990","0.8375","0.8375","0.8375","15981","15981","15981","0.825","0.825","0.825","15981","15981","15981","0.85","0.85","0.85","","","","","","","7990","7990","7990","0.875","0.875","0.875","15981","15981","15981","0.875","0.875","0.875","15981","15981","15981","0.9","0.9","0.9"
"2.46","","","","","","","","","","","","","16112","16112","16112","0.975","0.975","0.975","16112","16112","16112","1","1","1","","","","","","","","","","","","","16112","16112","16112","1","1","1","16112","16112","16112","1","1","1"
"2.467065868263473","5370","5370","5370","0.8583333373069764","0.8583333373069764","0.8583333373069764","","","","","","","","","","","","","","","","","","","5370","5370","5370","0.9000000059604645","0.9000000059604645","0.9000000059604645","","","","","","","","","","","","","","","","","",""
"2.48","","","","","","","8121","8121","8121","0.925","0.925","0.925","16243","16243","16243","0.875","0.875","0.875","16243","16243","16243","0.925","0.925","0.925","","","","","","","8121","8121","8121","0.9375","0.9375","0.9375","16243","16243","16243","0.875","0.875","0.875","16243","16243","16243","0.925","0.925","0.925"
"2.5","","","","","","","","","","","","","16374","16374","16374","0.875","0.875","0.875","16374","16374","16374","0.85","0.85","0.85","","","","","","","","","","","","","16374","16374","16374","0.9","0.9","0.9","16374","16374","16374","0.9","0.9","0.9"
"2.52","","","","","","","8252","8252","8252","0.75","0.75","0.75","16505","16505","16505","0.85","0.85","0.85","16505","16505","16505","0.9","0.9","0.9","","","","","","","8252","8252","8252","0.8625","0.8625","0.8625","16505","16505","16505","0.9","0.9","0.9","16505","16505","16505","0.85","0.85","0.85"
"2.5269461077844313","5501","5501","5501","0.8583333313465118","0.8583333313465118","0.8583333313465118","","","","","","","","","","","","","","","","","","","5501","5501","5501","0.8583333373069764","0.8583333373069764","0.8583333373069764","","","","","","","","","","","","","","","","","",""
"2.54","","","","","","","","","","","","","16636","16636","16636","1","1","1","16636","16636","16636","0.875","0.875","0.875","","","","","","","","","","","","","16636","16636","16636","0.975","0.975","0.975","16636","16636","16636","0.975","0.975","0.975"
"2.56","","","","","","","8383","8383","8383","0.8125","0.8125","0.8125","16767","16767","16767","0.925","0.925","0.925","16767","16767","16767","0.95","0.95","0.95","","","","","","","8383","8383","8383","0.9625","0.9625","0.9625","16767","16767","16767","0.975","0.975","0.975","16767","16767","16767","0.925","0.925","0.925"
"2.58","","","","","","","","","","","","","16898","16898","16898","0.975","0.975","0.975","16898","16898","16898","0.8","0.8","0.8","","","","","","","","","","","","","16898","16898","16898","1","1","1","16898","16898","16898","1","1","1"
"2.586826347305389","5632","5632","5632","0.8333333373069763","0.8333333373069763","0.8333333373069763","","","","","","","","","","","","","","","","","","","5632","5632","5632","0.8333333343267441","0.8333333343267441","0.8333333343267441","","","","","","","","","","","","","","","","","",""
"2.6","","","","","","","8514","8514","8514","0.8","0.8","0.8","17029","17029","17029","0.975","0.975","0.975","17029","17029","17029","0.9","0.9","0.9","","","","","","","8514","8514","8514","0.9375","0.9375","0.9375","17029","17029","17029","0.975","0.975","0.975","17029","17029","17029","0.975","0.975","0.975"
"2.62","","","","","","","","","","","","","17160","17160","17160","0.925","0.925","0.925","17160","17160","17160","0.975","0.975","0.975","","","","","","","","","","","","","17160","17160","17160","1","1","1","17160","17160","17160","1","1","1"
"2.64","","","","","","","8645","8645","8645","0.9625","0.9625","0.9625","17291","17291","17291","1","1","1","17291","17291","17291","0.95","0.95","0.95","","","","","","","8645","8645","8645","0.9875","0.9875","0.9875","17291","17291","17291","0.975","0.975","0.975","17291","17291","17291","1","1","1"
